State,County_Name,2005_Poverty_All_Ages,2005_Poverty_Percent_All_Ages,2005_Poverty_Under18,2005_Poverty_Percent_Under18,2005_Median_HH_Income
GA,Crawford County,"2,083",16.4,711,22.4,"39,750"
GA,Crisp County,"6,296",29.4,"2,601",43.7,"28,069"
GA,Dade County,"1,915",12.6,569,16.2,"38,428"
GA,Dawson County,"1,867",9.6,699,15.2,"47,925"
GA,Decatur County,"6,262",22.6,"2,584",33.6,"29,805"
GA,DeKalb County,"105,196",15.9,"37,763",22.8,"47,757"
GA,Dodge County,"4,052",23.2,"1,413",31.6,"29,741"
GA,Dooly County,"2,321",22.5,852,29.5,"29,562"
GA,Dougherty County,"20,654",22.9,"8,459",33.3,"35,373"
GA,Douglas County,"10,802",9.7,"4,115",13.6,"53,034"
GA,Early County,"3,310",28.1,"1,381",41.9,"29,114"
GA,Echols County,"1,086",25.7,395,36.1,"30,853"
GA,Effingham County,"4,443",9.6,"1,668",13.5,"52,520"
GA,Elbert County,"4,064",19.8,"1,257",25.6,"32,287"
GA,Emanuel County,"6,051",28.3,"2,154",37.9,"26,639"
GA,Evans County,"2,626",24.4,994,33.8,"28,201"
GA,Fannin County,"2,971",13.7,970,22.2,"35,057"
GA,Fayette County,"4,479",4.3,"1,363",5.4,"77,525"
GA,Floyd County,"17,296",19.3,"6,045",26.5,"38,105"
GA,Forsyth County,"7,285",5.2,"2,321",6.1,"81,603"
GA,Franklin County,"3,099",14.8,"1,007",20.5,"34,307"
GA,Fulton County,"139,906",15.9,"55,035",24.6,"51,882"
GA,Gilmer County,"3,724",13.8,"1,317",21.1,"37,302"
GA,Glascock County,402,15.5,116,19.3,"33,055"
GA,Glynn County,"11,244",16,"4,179",24.3,"41,109"
GA,Gordon County,"6,431",13,"2,325",18.3,"38,718"
GA,Grady County,"5,119",21.2,"1,857",29.5,"30,608"
GA,Greene County,"3,230",20.9,"1,187",33.3,"36,104"
GA,Gwinnett County,"53,915",7.5,"19,801",9.9,"61,446"
GA,Habersham County,"4,345",11.5,"1,420",15.8,"37,313"
GA,Hall County,"17,516",10.8,"6,752",15.2,"48,359"
GA,Hancock County,"2,322",27.9,746,34.9,"25,802"
GA,Haralson County,"4,548",16.3,"1,607",23.3,"36,254"
GA,Harris County,"2,596",9.5,788,12.5,"53,482"
GA,Hart County,"3,789",16.3,"1,254",23.2,"35,457"
GA,Heard County,"1,784",15.9,701,23.4,"36,243"
GA,Henry County,"10,487",6.3,"4,226",9.2,"60,342"
GA,Houston County,"15,279",12.4,"6,062",18.3,"48,922"
GA,Irwin County,"1,907",20.1,718,29.6,"30,517"
GA,Jackson County,"6,489",12.7,"2,222",17.1,"44,174"
GA,Jasper County,"1,968",15.1,760,23.1,"42,156"
GA,Jeff Davis County,"2,578",19.9,937,26.9,"29,341"
GA,Jefferson County,"4,511",27.5,"1,773",38.2,"28,203"
GA,Jenkins County,"2,380",27.7,903,39.2,"25,951"
GA,Johnson County,"2,135",27,821,40.2,"26,671"
GA,Jones County,"3,031",11.5,"1,007",15.5,"45,727"
GA,Lamar County,"2,473",15.7,915,23.9,"38,475"
GA,Lanier County,"1,447",19.8,589,30.6,"31,091"
GA,Laurens County,"8,426",18.6,"3,187",26.8,"36,024"
GA,Lee County,"2,682",8.9,"1,005",12.5,"57,653"
GA,Liberty County,"9,741",18.5,"4,786",24.2,"38,374"
GA,Lincoln County,"1,436",17.6,443,25.1,"30,799"
GA,Long County,"2,362",21.4,"1,042",31.4,"33,426"
GA,Lowndes County,"16,107",18,"5,903",24.2,"37,525"
GA,Lumpkin County,"3,311",14.6,"1,020",19.1,"41,204"
GA,McDuffie County,"4,432",20.8,"1,729",30.4,"33,987"
GA,McIntosh County,"2,196",20.2,867,31.5,"33,372"
GA,Macon County,"3,785",29.6,"1,423",40.3,"25,140"
GA,Madison County,"3,859",14.3,"1,254",18.9,"38,248"
GA,Marion County,"1,744",24.4,685,35.8,"31,545"
GA,Meriwether County,"4,825",21.6,"1,712",30,"31,780"
GA,Miller County,"1,363",22.5,475,31.5,"29,093"
GA,Mitchell County,"5,816",26.6,"2,140",35.8,"27,279"
GA,Monroe County,"2,626",11.4,909,16.3,"49,102"
GA,Montgomery County,"1,803",22.4,632,30.3,"31,368"
GA,Morgan County,"2,239",13,792,18.7,"42,954"
GA,Murray County,"5,984",14.8,"2,137",19.8,"37,792"
GA,Muscogee County,"34,345",19.6,"14,223",28.7,"34,954"
GA,Newton County,"9,685",11.4,"4,017",17.2,"49,349"
GA,Oconee County,"1,988",6.8,645,8.3,"62,966"
GA,Oglethorpe County,"1,966",14.6,649,19.7,"40,383"
GA,Paulding County,"7,182",6.5,"2,897",8.9,"56,989"
GA,Peach County,"5,044",21.4,"1,639",27.8,"36,795"
GA,Pickens County,"2,932",10.4,"1,171",18.7,"47,697"
GA,Pierce County,"3,448",20.4,"1,254",30.1,"32,218"
GA,Pike County,"1,670",10.6,574,14.8,"47,796"
GA,Polk County,"6,521",16.5,"2,447",23.8,"36,621"
GA,Pulaski County,"1,706",19.9,517,24.3,"33,333"
GA,Putnam County,"3,238",16.5,"1,099",25.2,"38,883"
GA,Quitman County,596,24.2,206,35.5,"27,632"
GA,Rabun County,"1,972",12.6,644,19.9,"36,253"
GA,Randolph County,"2,128",30.6,739,39.5,"23,986"
GA,Richmond County,"41,899",22.7,"17,932",34.5,"36,291"
GA,Rockdale County,"8,815",11.4,"3,256",15.9,"52,755"
GA,Schley County,738,18,278,25,"34,586"
GA,Screven County,"2,999",20.1,"1,124",29.1,"30,281"
GA,Seminole County,"1,903",21.4,843,38,"30,893"
GA,Spalding County,"10,648",17.7,"4,140",25.5,"37,608"
GA,Stephens County,"4,028",16.7,"1,336",23.3,"34,243"
GA,Stewart County,"1,299",28.3,456,40.8,"25,180"
GA,Sumter County,"8,504",27.6,"3,694",42.3,"30,996"
GA,Talbot County,"1,468",22,481,31,"29,382"
GA,Taliaferro County,522,29,157,39.6,"24,893"
GA,Tattnall County,"5,058",26.2,"1,710",32.7,"30,441"
GA,Taylor County,"2,369",28.2,810,36.5,"27,118"
GA,Telfair County,"2,631",26.3,814,31.4,"27,554"
GA,Terrell County,"3,024",29.3,"1,092",37.7,"28,152"
GA,Thomas County,"8,136",18.9,"2,864",26.1,"33,563"
GA,Tift County,"8,405",21.5,"3,515",32.7,"34,013"
GA,Toombs County,"7,316",27.4,"2,767",37.4,"25,254"
GA,Towns County,"1,187",12.1,344,20.8,"35,861"
GA,Treutlen County,"1,832",28.9,621,38.1,"26,393"
GA,Troup County,"9,980",16.7,"3,766",23.1,"37,149"
GA,Turner County,"2,628",28.3,"1,081",41,"27,137"
GA,Twiggs County,"2,039",20.1,713,28.9,"33,743"
GA,Union County,"2,847",14.8,778,21.2,"34,349"
GA,Upson County,"4,956",18.3,"1,768",26.6,"32,116"
GA,Walker County,"9,302",14.9,"2,990",20.5,"35,761"
GA,Walton County,"8,401",11.3,"3,175",16.1,"51,647"
GA,Ware County,"7,109",21.5,"2,587",30.4,"30,047"
GA,Warren County,"1,457",24.4,505,33.1,"29,507"
GA,Washington County,"4,358",22.5,"1,513",29.8,"31,894"
GA,Wayne County,"5,095",19.6,"1,943",27.9,"35,426"
GA,Webster County,481,21.1,155,29.5,"29,990"
GA,Wheeler County,"1,596",30.9,445,34.2,"25,946"
GA,White County,"3,128",13.3,"1,074",20.3,"37,923"
GA,Whitfield County,"11,507",12.9,"4,227",16.3,"41,203"
GA,Wilcox County,"2,056",29.2,687,37.8,"23,848"
GA,Wilkes County,"1,946",18.9,640,27.6,"29,915"
GA,Wilkinson County,"2,111",21.1,733,28.6,"32,156"
GA,Worth County,"4,247",19.6,"1,595",28.5,"34,136"
HI,Hawaii,"121,756",9.9,"36,870",12.5,"56,133"
HI,Hawaii County,"22,029",13.5,"7,557",18.4,"47,007"
HI,Honolulu County,"80,700",9.3,"23,129",11.3,"59,963"
HI,Kalawao County,.,.,.,.,.
HI,Kauai County,"7,272",11.8,"2,371",15.7,"56,865"
HI,Maui County,"11,755",8.5,"3,812",11.6,"54,537"
ID,Idaho,"186,454",13.4,"62,934",17.2,"41,269"
ID,Ada County,"31,468",9.4,"9,591",11.2,"51,343"
ID,Adams County,503,14.2,138,20.8,"38,028"
ID,Bannock County,"12,431",16.5,"4,200",20.1,"37,641"
ID,Bear Lake County,766,12.6,288,17.5,"38,277"
ID,Benewah County,"1,348",14.9,445,20.7,"35,274"
ID,Bingham County,"6,357",14.7,"2,676",20,"40,771"
ID,Blaine County,"1,466",7.1,407,8.9,"55,431"
ID,Boise County,865,11.7,290,17.9,"42,459"
ID,Bonner County,"5,816",14.4,"1,814",21.2,"36,731"
ID,Bonneville County,"10,538",11.7,"4,147",15.8,"45,673"
ID,Boundary County,"1,446",14,553,21.6,"34,282"
ID,Butte County,481,17.3,179,24,"31,828"
ID,Camas County,90,8.7,23,11.2,"39,233"
ID,Canyon County,"25,368",15.8,"9,589",20.4,"40,785"
ID,Caribou County,782,11.1,282,14.9,"42,289"
ID,Cassia County,"3,283",15.7,"1,395",21.3,"36,495"
ID,Clark County,187,19.9,76,27.7,"32,687"
ID,Clearwater County,"1,195",15.5,347,22.7,"35,828"
ID,Custer County,558,14,151,18.6,"35,166"
ID,Elmore County,"3,363",13.7,"1,361",17.5,"40,144"
ID,Franklin County,"1,221",10,527,13.1,"38,436"
ID,Fremont County,"1,920",16.3,840,24,"36,470"
ID,Gem County,"2,275",14.2,770,19.7,"36,711"
ID,Gooding County,"2,023",14.3,809,20.9,"35,718"
ID,Idaho County,"2,460",16.5,765,24,"32,380"
ID,Jefferson County,"2,314",10.8,"1,000",14.9,"42,571"
ID,Jerome County,"2,692",13.9,"1,119",19.9,"37,304"
ID,Kootenai County,"14,828",11.8,"5,178",17.2,"38,976"
ID,Latah County,"5,127",16.9,812,13.1,"36,781"
ID,Lemhi County,"1,165",14.8,370,22.2,"32,590"
ID,Lewis County,507,13.7,172,21,"34,721"
ID,Lincoln County,558,12.4,230,18.2,"37,816"
ID,Madison County,"8,924",29.9,"1,374",17,"34,727"
ID,Minidoka County,"3,064",16.3,"1,170",21.9,"35,548"
ID,Nez Perce County,"5,871",15.8,"1,596",20,"38,750"
ID,Oneida County,520,12.5,180,16.1,"37,678"
ID,Owyhee County,"2,031",18.5,821,26.6,"30,743"
ID,Payette County,"2,891",13.2,"1,170",19.5,"37,434"
ID,Power County,"1,329",17.4,553,24.6,"34,797"
ID,Shoshone County,"2,563",19.9,738,28,"30,880"
ID,Teton County,764,10.3,356,16.2,"46,680"
ID,Twin Falls County,"10,653",15.8,"3,622",20.8,"38,406"
ID,Valley County,841,10.2,239,14.8,"43,471"
ID,Washington County,"1,601",16.2,572,23.5,"32,712"
IL,Illinois,"1,484,992",12,"524,897",16.5,"50,270"
IL,Adams County,"7,172",11.2,"2,391",15.5,"39,945"
IL,Alexander County,"2,826",33.9,"1,269",57.2,"27,404"
IL,Bond County,"1,991",12.8,570,15.4,"40,950"
IL,Boone County,"3,981",8,"1,353",10.2,"55,521"
IL,Brown County,671,13.9,140,12.8,"39,550"
IL,Bureau County,"3,491",10.1,"1,238",15.2,"43,667"
IL,Calhoun County,529,10.4,136,12.8,"39,994"
IL,Carroll County,"1,725",10.9,578,16.9,"40,689"
IL,Cass County,"1,605",11.8,573,17.3,"39,139"
IL,Champaign County,"29,800",17.7,"5,631",15.5,"40,225"
IL,Christian County,"3,770",11.4,"1,324",17,"39,230"
IL,Clark County,"1,980",11.9,688,17.7,"38,587"
IL,Clay County,"1,806",13.3,585,18.3,"34,224"
IL,Clinton County,"2,534",7.5,783,9.8,"50,601"
IL,Coles County,"8,892",18.8,"1,588",17,"36,033"
IL,Cook County,"780,189",15,"289,146",21.4,"48,919"
IL,Crawford County,"2,494",13.7,789,19.5,"36,099"
IL,Cumberland County,"1,172",10.9,417,16.2,"40,263"
IL,DeKalb County,"12,952",14.6,"2,185",10.7,"48,576"
IL,De Witt County,"1,595",9.8,591,15.5,"46,135"
IL,Douglas County,"1,462",7.5,616,12.1,"42,910"
IL,DuPage County,"45,560",5,"13,856",5.8,"70,610"
IL,Edgar County,"2,415",13.2,779,19.2,"37,261"
IL,Edwards County,705,10.5,225,15.5,"38,825"
IL,Effingham County,"3,139",9.2,"1,149",12.8,"42,441"
IL,Fayette County,"3,048",15.3,"1,041",22.1,"31,754"
IL,Ford County,"1,248",9.1,405,12.1,"41,461"
IL,Franklin County,"6,517",16.7,"2,228",26,"32,204"
IL,Fulton County,"4,245",12.1,"1,358",17.6,"36,989"
IL,Gallatin County,"1,146",18.9,366,27.7,"29,780"
IL,Greene County,"1,945",13.7,671,19.7,"36,057"
IL,Grundy County,"2,303",5.3,745,7.1,"59,188"
IL,Hamilton County,"1,115",13.8,377,21,"33,826"
IL,Hancock County,"2,061",11,635,15.3,"38,514"
IL,Hardin County,855,19,251,28.3,"32,604"
IL,Henderson County,927,11.8,291,18.3,"37,156"
IL,Henry County,"5,129",10.3,"1,749",15.2,"43,167"
IL,Iroquois County,"3,143",10.5,"1,095",15.7,"41,277"
IL,Jackson County,"15,281",29.1,"2,695",27.1,"27,185"
IL,Jasper County,"1,076",10.8,369,15.8,"40,867"
IL,Jefferson County,"5,896",15.6,"2,057",23,"38,891"
IL,Jersey County,"1,760",8.2,564,11.5,"47,136"
IL,Jo Daviess County,"2,003",9,619,13.2,"44,051"
IL,Johnson County,"1,607",14.9,445,19,"38,021"
IL,Kane County,"40,414",8.5,"15,837",11.4,"63,429"
IL,Kankakee County,"13,510",13.1,"5,097",18.6,"45,906"
IL,Kendall County,"2,431",3.1,904,4.3,"72,790"
IL,Knox County,"7,162",14.7,"2,366",21.3,"35,794"
IL,Lake County,"48,048",7,"17,413",8.9,"69,173"
IL,La Salle County,"12,793",11.7,"4,356",16.5,"42,007"
IL,Lawrence County,"2,163",14.9,683,21.6,"35,134"
IL,Lee County,"3,017",9.2,923,12,"46,582"
IL,Livingston County,"3,481",9.7,"1,177",12.9,"50,366"
IL,Logan County,"2,962",11.3,"1,002",16.4,"43,924"
IL,McDonough County,"5,596",20.9,"1,041",21.6,"33,853"
IL,McHenry County,"13,922",4.6,"4,571",5.5,"71,175"
IL,McLean County,"16,664",11.4,"3,944",11.3,"51,724"
IL,Macon County,"16,121",15.2,"6,356",24.5,"39,834"
IL,Macoupin County,"4,940",10.4,"1,678",15.4,"40,913"
IL,Madison County,"28,253",11,"9,141",14.9,"47,235"
IL,Marion County,"6,277",16.1,"2,232",23.6,"33,668"
IL,Marshall County,"1,034",8,326,11.3,"46,613"
IL,Mason County,"2,198",14.2,731,20.4,"38,478"
IL,Massac County,"2,462",16.4,821,23.9,"34,198"
IL,Menard County,"1,166",9.3,414,13.7,"53,135"
IL,Mercer County,"1,342",8.1,447,12,"46,446"
IL,Monroe County,"1,177",3.8,306,4.3,"62,322"
IL,Montgomery County,"4,259",15.4,"1,313",20.1,"35,478"
IL,Morgan County,"4,384",13.6,"1,345",18.4,"39,952"
IL,Moultrie County,"1,328",9.5,487,14.2,"41,423"
IL,Ogle County,"4,500",8.4,"1,470",11.2,"51,690"
IL,Peoria County,"22,272",12.8,"9,435",21.2,"44,139"
IL,Perry County,"3,290",16.2,"1,048",22.4,"35,812"
IL,Piatt County,"1,017",6.2,301,8,"49,721"
IL,Pike County,"2,343",14.3,725,19.6,"36,859"
IL,Pope County,690,17.9,213,29.6,"32,954"
IL,Pulaski County,"1,856",28.7,716,41.9,"27,059"
IL,Putnam County,402,6.6,132,10,"49,985"
IL,Randolph County,"3,759",12.8,"1,241",18.2,"40,169"
IL,Richland County,"2,374",15.2,772,21.7,"34,351"
IL,Rock Island County,"19,115",13.4,"7,191",21.4,"41,509"
IL,St. Clair County,"33,041",13,"13,008",19.4,"42,793"
IL,Saline County,"5,110",20.6,"1,833",32.3,"31,565"
IL,Sangamon County,"21,079",11.2,"7,899",17.3,"46,272"
IL,Schuyler County,777,11.2,241,16.1,"40,636"
IL,Scott County,566,10.6,181,14.9,"42,543"
IL,Shelby County,"2,295",10.5,750,14.8,"44,757"
IL,Stark County,627,10.4,221,15.8,"44,329"
IL,Stephenson County,"5,010",10.7,"1,812",16.1,"44,068"
IL,Tazewell County,"11,046",8.7,"3,684",12.6,"49,379"
IL,Union County,"2,878",16.7,905,22.8,"34,663"
IL,Vermilion County,"14,435",18.3,"5,342",27,"35,889"
IL,Wabash County,"1,829",14.8,558,20.1,"38,283"
IL,Warren County,"2,160",13.3,689,18.6,"38,008"
IL,Washington County,"1,138",7.8,334,9.9,"48,143"
IL,Wayne County,"2,465",14.9,741,20,"34,542"
IL,White County,"2,085",14.1,643,21.5,"35,198"
IL,Whiteside County,"6,338",10.9,"2,316",16.6,"40,439"
IL,Will County,"33,952",5.4,"12,094",6.8,"68,592"
IL,Williamson County,"7,982",13,"2,728",19.9,"35,923"
IL,Winnebago County,"33,725",11.9,"13,522",18.7,"43,807"
IL,Woodford County,"1,977",5.5,681,7.6,"58,336"
IN,Indiana,"736,632",12.2,"258,976",16.6,"44,051"
IN,Adams County,"3,806",11.5,"1,967",19.1,"45,381"
IN,Allen County,"39,523",11.8,"15,580",16.7,"45,506"
IN,Bartholomew County,"7,227",10,"2,548",13.6,"46,172"
IN,Benton County,794,9,309,13.2,"42,467"
IN,Blackford County,"1,585",11.7,600,18.8,"37,671"
IN,Boone County,"2,865",5.6,924,6.8,"60,539"
IN,Brown County,"1,564",10.5,466,14.4,"47,813"
IN,Carroll County,"1,728",8.6,594,12,"45,702"
IN,Cass County,"4,161",10.7,"1,610",16.4,"40,999"
IN,Clark County,"10,637",10.7,"3,367",14,"43,158"
IN,Clay County,"3,364",12.6,"1,325",19.9,"40,196"
IN,Clinton County,"3,640",11.1,"1,351",15.1,"44,979"
IN,Crawford County,"1,936",17.5,746,27.8,"34,739"
IN,Daviess County,"4,814",16.1,"1,980",23,"37,074"
IN,Dearborn County,"3,900",8.1,"1,346",10.9,"54,468"
IN,Decatur County,"2,773",11.2,"1,030",15.8,"44,424"
IN,De Kalb County,"3,364",8.2,"1,203",10.9,"45,109"
IN,Delaware County,"19,713",18.3,"5,238",22.1,"35,163"
IN,Dubois County,"2,588",6.5,740,7.1,"51,191"
IN,Elkhart County,"20,894",10.9,"8,521",15.6,"45,811"
IN,Fayette County,"3,311",13.7,"1,126",19.4,"40,714"
IN,Floyd County,"7,429",10.5,"2,701",15.4,"48,039"
IN,Fountain County,"1,883",11,659,15.3,"41,832"
IN,Franklin County,"2,017",8.9,723,12.4,"47,711"
IN,Fulton County,"2,322",11.4,898,18,"41,289"
IN,Gibson County,"2,999",9.2,884,11.2,"43,371"
IN,Grant County,"11,676",17.9,"4,064",25.6,"36,733"
IN,Greene County,"4,938",15.1,"1,823",23.3,"37,441"
IN,Hamilton County,"9,274",3.9,"3,143",4.5,"79,927"
IN,Hancock County,"2,926",4.7,945,6,"60,343"
IN,Harrison County,"3,278",9,"1,080",12.4,"46,420"
IN,Hendricks County,"5,746",4.7,"1,743",5.4,"59,720"
IN,Henry County,"4,816",10.4,"1,580",14.5,"42,698"
IN,Howard County,"10,647",12.8,"4,147",19.5,"45,725"
IN,Huntington County,"3,068",8.4,"1,088",11.9,"43,945"
IN,Jackson County,"4,597",11.1,"1,534",14.7,"40,939"
IN,Jasper County,"2,484",8.1,850,10.7,"48,016"
IN,Jay County,"2,602",12.3,"1,127",19.8,"33,813"
IN,Jefferson County,"3,853",12.6,"1,292",17.6,"39,527"
IN,Jennings County,"2,989",10.8,"1,198",16.1,"42,735"
IN,Johnson County,"8,804",7.1,"3,044",9.3,"56,854"
IN,Knox County,"6,316",17.6,"1,945",23.5,"38,175"
IN,Kosciusko County,"6,403",8.6,"2,298",11.6,"47,567"
IN,Lagrange County,"3,092",8.5,"1,484",12.4,"48,857"
IN,Lake County,"80,864",16.7,"33,101",25.9,"42,917"
IN,La Porte County,"12,270",11.9,"4,251",16.5,"45,537"
IN,Lawrence County,"6,000",13.2,"1,833",17.1,"40,009"
IN,Madison County,"14,791",11.9,"5,194",17.3,"40,747"
IN,Marion County,"127,389",15.2,"49,465",21.7,"42,129"
IN,Marshall County,"3,705",8,"1,388",11.1,"46,990"
IN,Martin County,"1,252",12.2,412,16.9,"40,303"
IN,Miami County,"4,139",12.2,"1,512",17.5,"40,967"
IN,Monroe County,"23,799",22.2,"3,183",15.9,"35,728"
IN,Montgomery County,"4,155",11.3,"1,402",15.1,"44,177"
IN,Morgan County,"5,343",7.8,"2,080",11.8,"51,329"
IN,Newton County,"1,239",8.7,399,11.8,"46,739"
IN,Noble County,"4,109",8.9,"1,585",12.3,"48,445"
IN,Ohio County,474,8.2,147,11.4,"43,969"
IN,Orange County,"3,241",16.7,"1,095",22.5,"33,691"
IN,Owen County,"2,777",12.4,"1,053",19.8,"38,958"
IN,Parke County,"2,473",15.4,867,22.7,"38,240"
IN,Perry County,"2,182",12.4,613,15.5,"39,472"
IN,Pike County,"1,487",11.9,451,15.8,"38,496"
IN,Porter County,"12,898",8.4,"3,860",10.4,"56,496"
IN,Posey County,"2,401",9.1,722,11.2,"52,740"
IN,Pulaski County,"1,514",11.4,529,16,"41,106"
IN,Putnam County,"3,588",11.1,"1,074",13.4,"43,760"
IN,Randolph County,"3,636",13.9,"1,263",19.8,"38,805"
IN,Ripley County,"2,618",9.6,928,12.6,"45,822"
IN,Rush County,"1,602",9.2,601,13.1,"43,755"
IN,St. Joseph County,"33,391",13.3,"11,782",17.5,"41,565"
IN,Scott County,"3,506",14.9,"1,221",20.8,"36,156"
IN,Shelby County,"4,328",10.1,"1,537",14.3,"47,161"
IN,Spencer County,"1,679",8.4,543,10.9,"45,208"
IN,Starke County,"3,269",14.5,"1,265",21.6,"39,745"
IN,Steuben County,"3,309",10.2,"1,122",14,"44,209"
IN,Sullivan County,"2,764",14.3,898,19.3,"37,254"
IN,Switzerland County,"1,304",13.6,525,22.4,"39,750"
IN,Tippecanoe County,"24,868",17.9,"5,036",16.1,"40,721"
IN,Tipton County,"1,195",7.4,333,8.8,"51,808"
IN,Union County,781,11,286,16.3,"45,307"
IN,Vanderburgh County,"22,090",13.4,"7,318",18.4,"41,464"
IN,Vermillion County,"1,916",11.8,610,16.1,"40,117"
IN,Vigo County,"16,443",17.4,"5,051",22.1,"35,763"
IN,Wabash County,"3,215",10.1,"1,012",13.7,"42,705"
IN,Warren County,709,8.2,252,12,"47,674"
IN,Warrick County,"3,493",6.3,"1,203",8.7,"54,475"
IN,Washington County,"3,651",13.3,"1,321",19.2,"38,005"
IN,Wayne County,"9,561",14.4,"3,425",21.5,"35,557"
IN,Wells County,"2,032",7.4,739,10.6,"45,822"
IN,White County,"2,460",10.3,866,14.6,"42,877"
IN,Whitley County,"2,381",7.5,804,10.1,"47,709"
IA,Iowa,"308,713",10.8,"91,700",13.9,"43,610"
IA,Adair County,762,10,208,13.5,"39,568"
IA,Adams County,431,10.4,147,17,"35,296"
IA,Allamakee County,"1,612",11.3,536,16.8,"36,822"
IA,Appanoose County,"2,316",17.2,688,23.8,"31,764"
IA,Audubon County,602,9.6,202,14.3,"38,941"
IA,Benton County,"2,108",7.9,627,10.1,"48,713"
IA,Black Hawk County,"18,053",15,"4,948",19.5,"40,502"
IA,Boone County,"2,276",8.9,657,11.7,"45,009"
IA,Bremer County,"1,624",7.4,350,7.5,"46,665"
IA,Buchanan County,"2,183",10.6,839,16.1,"43,627"
IA,Buena Vista County,"2,158",11.5,675,14.7,"37,363"
IA,Butler County,"1,389",9.4,392,12.6,"40,738"
IA,Calhoun County,"1,083",11.2,299,15.2,"37,575"
IA,Carroll County,"1,637",8,431,9,"42,631"
IA,Cass County,"1,757",12.8,514,17.9,"37,900"
IA,Cedar County,"1,186",6.6,299,7.7,"46,932"
IA,Cerro Gordo County,"4,492",10.4,"1,212",13,"39,414"
IA,Cherokee County,985,8.3,282,11.5,"41,435"
IA,Chickasaw County,"1,118",9,350,12.4,"44,023"
IA,Clarke County,971,10.8,369,17.5,"39,742"
IA,Clay County,"1,550",9.3,476,13.2,"41,087"
IA,Clayton County,"1,793",10.1,568,14.5,"40,222"
IA,Clinton County,"5,878",12.1,"1,939",17.6,"41,243"
IA,Crawford County,"1,863",11.5,605,15.6,"39,573"
IA,Dallas County,"2,619",5.1,752,6.2,"61,782"
IA,Davis County,"1,156",13.7,432,20.9,"36,823"
IA,Decatur County,"1,601",20.5,409,25,"29,964"
IA,Delaware County,"1,585",9,499,11.7,"43,658"
IA,Des Moines County,"5,270",13.2,"1,848",20.6,"40,337"
IA,Dickinson County,"1,308",8,313,9.9,"44,910"
IA,Dubuque County,"7,590",8.8,"2,410",11.5,"44,247"
IA,Emmet County,"1,007",10.1,311,14.5,"38,237"
IA,Fayette County,"2,461",12,712,15.9,"35,152"
IA,Floyd County,"1,827",11.4,574,16.1,"39,841"
IA,Franklin County,999,9.6,303,13.1,"41,728"
IA,Fremont County,801,10.6,246,14.7,"40,812"
IA,Greene County,"1,015",10.4,334,15.6,"39,374"
IA,Grundy County,694,5.7,195,7.5,"45,878"
IA,Guthrie County,"1,063",9.4,309,12.8,"42,449"
IA,Hamilton County,"1,420",8.9,431,12.1,"43,974"
IA,Hancock County,903,7.8,250,9.8,"43,296"
IA,Hardin County,"1,869",10.9,585,15.8,"37,958"
IA,Harrison County,"1,549",10,492,13.9,"41,410"
IA,Henry County,"2,124",11.4,605,14.3,"41,924"
IA,Howard County,975,10.4,311,14.3,"37,539"
IA,Humboldt County,999,10.2,288,14.1,"42,907"
IA,Ida County,739,10.3,202,13.1,"38,649"
IA,Iowa County,"1,021",6.5,291,7.9,"47,959"
IA,Jackson County,"2,660",13.3,816,18.4,"39,206"
IA,Jasper County,"3,044",8.5,838,10.2,"46,303"
IA,Jefferson County,"2,059",13.5,580,19,"36,341"
IA,Johnson County,"18,229",16.8,"2,510",12,"44,466"
IA,Jones County,"2,010",10.7,555,13.6,"42,292"
IA,Keokuk County,"1,306",11.9,414,16.5,"39,072"
IA,Kossuth County,"1,632",10.3,487,14.1,"39,878"
IA,Lee County,"4,559",13.1,"1,446",18.6,"39,932"
IA,Linn County,"19,383",10,"6,065",13.1,"49,507"
IA,Louisa County,"1,265",10.9,439,15.3,"45,685"
IA,Lucas County,"1,343",14.2,462,21.9,"36,943"
IA,Lyon County,904,7.8,285,9.7,"44,756"
IA,Madison County,"1,048",7,307,8.6,"52,205"
IA,Mahaska County,"2,275",10.5,705,14,"42,066"
IA,Marion County,"2,705",8.8,749,10.4,"47,273"
IA,Marshall County,"4,333",11.4,"1,480",16.2,"43,104"
IA,Mills County,"1,175",8.1,394,11.2,"49,104"
IA,Mitchell County,"1,116",10.5,376,14.8,"41,373"
IA,Monona County,"1,161",12.6,323,17,"33,435"
IA,Monroe County,951,12.4,344,19.6,"37,245"
IA,Montgomery County,"1,294",11.7,422,16.9,"37,408"
IA,Muscatine County,"4,770",11.4,"1,569",15.2,"43,921"
IA,O'Brien County,"1,224",8.9,309,10.3,"40,558"
IA,Osceola County,542,8.2,156,10.4,"38,587"
IA,Page County,"1,959",13.3,647,20.5,"38,701"
IA,Palo Alto County,"1,056",11.4,265,13.3,"36,402"
IA,Plymouth County,"1,741",7.1,534,9,"47,954"
IA,Pocahontas County,875,11.3,250,15.4,"37,404"
IA,Polk County,"30,856",7.9,"10,675",11,"51,959"
IA,Pottawattamie County,"10,089",11.5,"3,290",15.8,"44,988"
IA,Poweshiek County,"1,692",9.8,457,12.6,"43,686"
IA,Ringgold County,837,16.3,295,27.2,"33,334"
IA,Sac County,"1,227",11.9,354,15.9,"37,687"
IA,Scott County,"19,102",12.2,"6,754",17.7,"48,884"
IA,Shelby County,"1,001",8.1,315,11.4,"42,704"
IA,Sioux County,"2,114",7.2,630,8.2,"43,441"
