State,County_Name,2005_Poverty_All_Ages,2005_Poverty_Percent_All_Ages,2005_Poverty_Under18,2005_Poverty_Percent_Under18,2005_Median_HH_Income
MI,Tuscola County,"6,510",11.4,"2,382",17.5,"42,655"
MI,Van Buren County,"11,802",15.4,"4,390",22.3,"41,114"
MI,Washtenaw County,"42,517",13.3,"8,635",11.9,"54,825"
MI,Wayne County,"385,899",19.7,"157,634",29,"40,941"
MI,Wexford County,"4,164",13.3,"1,497",19.9,"37,015"
MN,Minnesota,"455,660",9.2,"139,709",11.6,"52,048"
MN,Aitkin County,"2,295",14.4,678,23.7,"37,268"
MN,Anoka County,"19,731",6.2,"6,471",7.7,"61,776"
MN,Becker County,"3,449",11,"1,197",16.6,"41,592"
MN,Beltrami County,"7,845",19.4,"2,631",25.5,"38,605"
MN,Benton County,"3,263",8.7,861,9.5,"45,588"
MN,Big Stone County,654,12.3,174,15.5,"34,749"
MN,Blue Earth County,"7,042",13.1,"1,345",12.4,"44,562"
MN,Brown County,"1,691",6.7,479,8.7,"45,625"
MN,Carlton County,"3,150",9.8,807,11.2,"45,613"
MN,Carver County,"2,912",3.5,965,4.2,"74,493"
MN,Cass County,"4,114",14.5,"1,391",23.2,"40,320"
MN,Chippewa County,"1,052",8.4,338,11.8,"39,154"
MN,Chisago County,"2,683",5.6,855,6.9,"60,379"
MN,Clay County,"6,405",12.9,"1,540",13.5,"44,099"
MN,Clearwater County,"1,305",15.8,434,22.2,"35,777"
MN,Cook County,495,9.3,113,12.3,"39,934"
MN,Cottonwood County,"1,179",10.4,399,15.1,"40,180"
MN,Crow Wing County,"5,350",9.1,"1,637",12.5,"42,050"
MN,Dakota County,"19,400",5.1,"6,371",6.3,"66,637"
MN,Dodge County,"1,131",5.9,354,6.9,"55,307"
MN,Douglas County,"3,297",9.6,818,11.5,"42,640"
MN,Faribault County,"1,692",11.3,474,15,"38,002"
MN,Fillmore County,"2,114",10.2,649,13.3,"41,710"
MN,Freeborn County,"2,818",9,836,12.5,"39,345"
MN,Goodhue County,"2,905",6.6,858,8.5,"51,246"
MN,Grant County,593,10.1,168,13.4,"38,267"
MN,Hennepin County,"117,031",10.8,"37,027",14.4,"56,004"
MN,Houston County,"1,464",7.5,442,9.9,"50,317"
MN,Hubbard County,"1,965",10.6,640,16.6,"42,010"
MN,Isanti County,"2,407",6.5,737,8.6,"56,064"
MN,Itasca County,"5,148",11.8,"1,582",17.4,"39,989"
MN,Jackson County,"1,073",9.9,291,12.7,"40,225"
MN,Kanabec County,"1,687",10.5,506,14.1,"41,648"
MN,Kandiyohi County,"3,878",9.7,"1,263",13.2,"45,357"
MN,Kittson County,454,9.8,138,13.4,"38,089"
MN,Koochiching County,"1,821",13.4,510,18.3,"38,652"
MN,Lac qui Parle County,670,9.1,158,10.5,"38,041"
MN,Lake County,"1,002",9.2,268,13,"43,250"
MN,Lake of the Woods County,436,10,118,13.1,"37,403"
MN,Le Sueur County,"2,015",7.4,551,8.8,"51,965"
MN,Lincoln County,593,10.2,156,12.2,"35,083"
MN,Lyon County,"2,275",9.8,610,11,"42,124"
MN,McLeod County,"2,289",6.4,736,8.2,"49,846"
MN,Mahnomen County,908,18.2,395,28.9,"31,903"
MN,Marshall County,"1,027",10.5,281,13.3,"39,693"
MN,Martin County,"2,155",10.5,707,15.8,"40,281"
MN,Meeker County,"1,904",8.4,574,10.6,"48,314"
MN,Mille Lacs County,"2,564",10.2,773,13.5,"43,037"
MN,Morrison County,"3,250",10.1,"1,016",13,"43,712"
MN,Mower County,"4,213",11.2,"1,193",13.2,"42,707"
MN,Murray County,738,8.5,190,10.4,"40,622"
MN,Nicollet County,"2,781",9.9,706,10.8,"51,330"
MN,Nobles County,"2,547",12.7,824,16.2,"39,354"
MN,Norman County,806,11.9,225,14.5,"35,158"
MN,Olmsted County,"8,685",6.6,"2,950",8.9,"58,034"
MN,Otter Tail County,"6,095",10.9,"1,735",14.3,"40,446"
MN,Pennington County,"1,326",10.1,371,12.5,"40,655"
MN,Pine County,"3,016",11.2,982,16.6,"41,232"
MN,Pipestone County,980,10.7,260,12.4,"37,440"
MN,Polk County,"3,603",12.2,"1,006",14.6,"39,622"
MN,Pope County,"1,142",10.5,337,14.6,"40,643"
MN,Ramsey County,"62,320",13.1,"21,894",18.4,"49,873"
MN,Red Lake County,430,10.4,113,12.5,"35,857"
MN,Redwood County,"1,368",8.8,416,11.2,"43,281"
MN,Renville County,"1,686",10.3,513,13,"44,057"
MN,Rice County,"4,309",8,"1,197",9.3,"52,497"
MN,Rock County,748,8.1,218,10,"42,542"
MN,Roseau County,"1,096",6.8,341,8,"45,639"
MN,St. Louis County,"23,712",12.8,"5,710",15.2,"40,054"
MN,Scott County,"4,005",3.4,"1,434",4.3,"78,108"
MN,Sherburne County,"3,712",4.7,"1,165",5.5,"63,181"
MN,Sibley County,"1,192",8,431,11.8,"46,742"
MN,Stearns County,"12,840",9.5,"2,954",9.4,"47,024"
MN,Steele County,"2,329",6.7,803,9.1,"51,296"
MN,Stevens County,"1,048",11.9,161,9.3,"42,916"
MN,Swift County,928,9.7,244,10.9,"38,277"
MN,Todd County,"2,902",12,935,16.4,"37,095"
MN,Traverse County,519,14,138,17.4,"32,883"
MN,Wabasha County,"1,522",7,420,8.3,"52,140"
MN,Wadena County,"1,926",14.7,613,19.3,"33,769"
MN,Waseca County,"1,643",9.2,472,10.7,"46,085"
MN,Washington County,"8,283",3.8,"2,636",4.6,"73,976"
MN,Watonwan County,"1,244",11.3,407,14.3,"39,187"
MN,Wilkin County,581,8.8,169,10.5,"44,460"
MN,Winona County,"6,338",14.1,"1,134",12.3,"40,686"
MN,Wright County,"5,473",5,"1,822",6.1,"60,018"
MN,Yellow Medicine County,992,9.8,271,11.2,"38,613"
MS,Mississippi,"591,549",21,"221,246",30.2,"33,090"
MS,Adams County,"8,558",27.1,"3,209",40.8,"27,232"
MS,Alcorn County,"6,120",17.7,"1,956",24.7,"31,105"
MS,Amite County,"2,852",21.4,945,31.6,"28,549"
MS,Attala County,"4,416",23.1,"1,491",31.8,"28,757"
MS,Benton County,"1,829",23.7,618,31.4,"26,114"
MS,Bolivar County,"13,333",36.7,"5,474",53.1,"24,881"
MS,Calhoun County,"2,785",19.4,952,28.3,"26,098"
MS,Carroll County,"1,840",18.4,570,26.6,"31,381"
MS,Chickasaw County,"4,190",22.2,"1,675",32.3,"28,866"
MS,Choctaw County,"2,380",25.8,855,39.7,"29,598"
MS,Claiborne County,"3,445",34.7,"1,061",38.1,"23,655"
MS,Clarke County,"3,491",20,"1,285",29.9,"31,184"
MS,Clay County,"5,242",25.2,"2,041",37,"28,191"
MS,Coahoma County,"11,359",40.4,"4,937",54.7,"23,728"
MS,Copiah County,"6,441",23.2,"2,278",32,"29,005"
MS,Covington County,"4,403",22.1,"1,666",31.6,"28,862"
MS,DeSoto County,"11,616",8.6,"4,350",12.2,"51,995"
MS,Forrest County,"19,202",27.7,"6,894",40.6,"29,564"
MS,Franklin County,"1,799",21.7,637,32.1,"29,519"
MS,George County,"3,404",16.6,"1,371",24.1,"39,753"
MS,Greene County,"2,524",23.6,805,28.6,"30,882"
MS,Grenada County,"4,809",21.6,"1,740",30.4,"30,076"
MS,Hancock County,"7,115",15.5,"2,629",24.9,"37,564"
MS,Harrison County,"29,831",16.1,"11,366",23.6,"38,447"
MS,Hinds County,"52,446",22,"20,726",31.8,"35,433"
MS,Holmes County,"8,780",43.8,"3,727",59.5,"20,916"
MS,Humphreys County,"4,029",38.9,"1,725",54.5,"21,309"
MS,Issaquena County,761,46.4,236,56.3,"22,629"
MS,Itawamba County,"3,484",15.6,"1,097",20.8,"35,028"
MS,Jackson County,"20,621",15.4,"7,714",22.6,"41,605"
MS,Jasper County,"4,122",23,"1,456",31.7,"28,479"
MS,Jefferson County,"2,943",33.6,"1,039",42.9,"21,203"
MS,Jefferson Davis County,"3,917",30.1,"1,527",46.6,"23,782"
MS,Jones County,"16,047",25,"6,261",39.4,"30,814"
MS,Kemper County,"2,372",24.8,793,33.6,"26,240"
MS,Lafayette County,"7,391",20.7,"1,319",18.8,"32,458"
MS,Lamar County,"5,433",12.4,"2,008",17.6,"42,732"
MS,Lauderdale County,"15,135",20.6,"5,996",30.5,"32,292"
MS,Lawrence County,"2,526",18.9,922,27.5,"31,964"
MS,Leake County,"4,682",22.5,"1,865",33.2,"28,620"
MS,Lee County,"13,542",17.5,"5,270",25.9,"37,073"
MS,Leflore County,"12,191",36.5,"5,114",50.8,"22,640"
MS,Lincoln County,"6,895",20.8,"2,496",30.5,"31,441"
MS,Lowndes County,"12,155",21,"4,858",30.7,"34,577"
MS,Madison County,"10,493",12.8,"4,249",19.2,"51,826"
MS,Marion County,"6,607",27.3,"2,379",38.2,"27,914"
MS,Marshall County,"7,774",23,"2,620",29.8,"30,896"
MS,Monroe County,"6,939",18.7,"2,424",26.7,"31,527"
MS,Montgomery County,"2,731",23.4,"1,015",34.9,"28,349"
MS,Neshoba County,"7,212",24.8,"2,844",35.5,"31,428"
MS,Newton County,"4,458",20.7,"1,613",28.8,"31,869"
MS,Noxubee County,"3,858",32.2,"1,508",43.6,"23,971"
MS,Oktibbeha County,"10,608",28.3,"2,271",29.9,"28,370"
MS,Panola County,"8,503",24.6,"3,376",35.9,"29,917"
MS,Pearl River County,"11,610",22.5,"4,191",32.8,"34,464"
MS,Perry County,"2,586",21.6,982,31.4,"29,949"
MS,Pike County,"11,652",30.3,"4,563",43.7,"26,647"
MS,Pontotoc County,"4,029",14.5,"1,382",19.6,"34,467"
MS,Prentiss County,"4,280",17.3,"1,341",22.8,"31,761"
MS,Quitman County,"3,143",33.8,"1,284",46.6,"22,614"
MS,Rankin County,"11,431",9.1,"4,139",13.3,"49,147"
MS,Scott County,"5,559",19.7,"2,172",28.6,"29,095"
MS,Sharkey County,"2,244",38.4,939,54.2,"24,297"
MS,Simpson County,"5,725",21.3,"2,256",31.8,"30,501"
MS,Smith County,"2,826",17.8,"1,081",27.1,"33,784"
MS,Stone County,"2,423",17.5,908,25.8,"34,302"
MS,Sunflower County,"10,222",37.9,"4,011",49.3,"25,225"
MS,Tallahatchie County,"4,672",33.3,"1,796",46.4,"23,542"
MS,Tate County,"4,013",15.9,"1,450",21.9,"37,989"
MS,Tippah County,"3,585",17.3,"1,170",23.5,"31,259"
MS,Tishomingo County,"3,154",16.7,942,22.5,"31,480"
MS,Tunica County,"2,815",27.7,"1,155",38,"26,370"
MS,Union County,"3,581",13.5,"1,181",18.1,"35,551"
MS,Walthall County,"3,882",25.5,"1,601",40.5,"28,322"
MS,Warren County,"8,895",18.4,"3,611",27.4,"34,641"
MS,Washington County,"20,823",35.8,"8,165",47,"25,155"
MS,Wayne County,"5,094",24.3,"1,814",32.7,"27,716"
MS,Webster County,"2,147",21.8,718,30.1,"30,674"
MS,Wilkinson County,"3,318",36.8,"1,043",43.3,"21,904"
MS,Winston County,"4,452",23.1,"1,591",33.3,"28,784"
MS,Yalobusha County,"3,165",23.9,"1,084",33.7,"29,222"
MS,Yazoo County,"8,584",33.7,"3,424",46.8,"26,595"
MO,Missouri,"760,759",13.6,"262,608",19.5,"41,946"
MO,Adair County,"5,281",24.4,916,21.9,"30,022"
MO,Andrew County,"1,562",9.4,497,13.1,"46,351"
MO,Atchison County,838,14.1,246,20.6,"36,183"
MO,Audrain County,"3,703",15.8,"1,415",23.6,"35,514"
MO,Barry County,"6,563",18.7,"2,474",29,"32,479"
MO,Barton County,"1,933",15.1,696,22.1,"39,811"
MO,Bates County,"2,552",15.3,882,22.4,"36,162"
MO,Benton County,"3,534",19.1,"1,114",33.3,"29,449"
MO,Bollinger County,"2,033",16.8,690,24.9,"34,539"
MO,Boone County,"24,458",18.3,"5,478",18.2,"40,493"
MO,Buchanan County,"11,566",14.5,"3,721",19.6,"36,230"
MO,Butler County,"7,698",19.1,"2,944",32,"33,180"
MO,Caldwell County,"1,293",14.1,455,19.9,"34,884"
MO,Callaway County,"4,355",11.1,"1,512",15.9,"44,974"
MO,Camden County,"5,012",13,"1,734",23.8,"38,053"
MO,Cape Girardeau County,"10,407",15.4,"2,711",18,"39,912"
MO,Carroll County,"1,685",16.9,575,24.6,"33,075"
MO,Carter County,"1,550",26.7,516,37.9,"25,932"
MO,Cass County,"8,124",8.7,"2,934",12.5,"55,443"
MO,Cedar County,"2,857",20.8,"1,015",34.2,"29,261"
MO,Chariton County,"1,151",14.6,279,17.7,"34,943"
MO,Christian County,"6,249",9.4,"2,303",14.2,"45,328"
MO,Clark County,"1,173",16.4,404,24.9,"35,007"
MO,Clay County,"14,604",7.4,"5,063",10.3,"53,998"
MO,Clinton County,"2,014",10,650,13.6,"45,337"
MO,Cole County,"6,472",9.6,"2,123",13.1,"47,476"
MO,Cooper County,"1,925",12.7,590,16.4,"39,548"
MO,Crawford County,"4,093",17.5,"1,482",26.5,"33,342"
MO,Dade County,"1,170",15.2,408,24.5,"32,753"
MO,Dallas County,"2,936",18.1,"1,156",29,"29,763"
MO,Daviess County,"1,357",16.9,551,26.9,"33,940"
MO,DeKalb County,"1,251",14.3,321,15.3,"36,611"
MO,Dent County,"2,772",18.8,973,29.2,"29,380"
MO,Douglas County,"2,831",21.1,"1,011",34.1,"28,692"
MO,Dunklin County,"8,575",27.1,"3,334",41.5,"27,568"
MO,Franklin County,"9,419",9.6,"3,103",13,"46,736"
MO,Gasconade County,"1,797",11.7,554,16.4,"37,995"
MO,Gentry County,825,13,275,18.6,"32,529"
MO,Greene County,"31,391",13.2,"9,027",17.5,"36,764"
MO,Grundy County,"1,695",17.1,610,27.6,"31,760"
MO,Harrison County,"1,579",18.3,475,25.3,"30,660"
MO,Henry County,"3,826",17.3,"1,244",26.1,"34,594"
MO,Hickory County,"1,812",19.8,580,36,"28,220"
MO,Holt County,666,13.4,210,20.1,"32,146"
MO,Howard County,"1,285",14.1,397,19,"33,999"
MO,Howell County,"8,077",21.5,"2,982",33.2,"27,653"
MO,Iron County,"2,384",24.2,851,36.3,"28,702"
MO,Jackson County,"91,597",14.1,"33,305",20.4,"43,284"
MO,Jasper County,"17,886",16.7,"6,426",23.8,"33,231"
MO,Jefferson County,"21,410",10.2,"7,328",14.1,"51,077"
MO,Johnson County,"6,458",13.7,"1,817",15.7,"40,927"
MO,Knox County,778,19.2,279,29.7,"30,466"
MO,Laclede County,"5,572",16.4,"2,016",24.5,"31,887"
MO,Lafayette County,"3,641",11.4,"1,274",16.8,"42,843"
MO,Lawrence County,"5,288",14.6,"2,074",22.6,"35,952"
MO,Lewis County,"1,571",16.8,544,24.3,"35,742"
MO,Lincoln County,"4,498",9.6,"1,743",14.5,"49,277"
MO,Linn County,"2,200",17.2,730,24.1,"31,765"
MO,Livingston County,"2,185",16.4,725,23.5,"33,994"
MO,McDonald County,"5,055",22.4,"2,070",33.8,"30,504"
MO,Macon County,"2,330",15.3,779,22.8,"32,874"
MO,Madison County,"2,244",18.9,757,28.6,"30,079"
MO,Maries County,"1,225",13.8,446,21.9,"35,070"
MO,Marion County,"4,197",15.6,"1,455",21.5,"34,761"
MO,Mercer County,490,13.9,142,18.9,"31,790"
MO,Miller County,"3,729",15.4,"1,403",24.8,"34,858"
MO,Mississippi County,"3,516",27.8,"1,295",41,"27,043"
MO,Moniteau County,"1,585",11.5,591,16.8,"41,226"
MO,Monroe County,"1,185",13,404,18.9,"34,557"
MO,Montgomery County,"1,682",14.3,589,21.7,"35,093"
MO,Morgan County,"3,541",17.7,"1,386",31.4,"32,986"
MO,New Madrid County,"5,361",29.6,"1,926",44.2,"28,956"
MO,Newton County,"8,522",15.7,"2,866",21.8,"37,970"
MO,Nodaway County,"2,893",15.4,499,14.1,"35,618"
MO,Oregon County,"2,410",23.6,831,37.2,"25,558"
MO,Osage County,"1,287",9.7,387,12,"43,287"
MO,Ozark County,"2,219",23.7,716,38.9,"27,793"
MO,Pemiscot County,"6,286",33,"2,510",45.2,"24,594"
MO,Perry County,"2,042",11.3,645,14.9,"40,741"
MO,Pettis County,"6,160",15.7,"2,322",23.8,"33,039"
MO,Phelps County,"7,545",19.1,"2,062",23.6,"33,329"
MO,Pike County,"2,823",17.1,920,22.9,"36,119"
MO,Platte County,"4,915",6.1,"1,529",8.1,"61,386"
MO,Polk County,"5,442",20,"1,741",26.5,"33,303"
MO,Pulaski County,"5,093",14,"1,928",17.8,"40,302"
MO,Putnam County,929,18.3,313,27.8,"29,994"
MO,Ralls County,987,10.3,295,14.4,"42,433"
MO,Randolph County,"3,838",16.7,"1,314",23.1,"33,052"
MO,Ray County,"2,215",9.3,818,13.9,"46,503"
MO,Reynolds County,"1,464",22.9,506,39.7,"29,408"
MO,Ripley County,"3,633",26.6,"1,173",37.6,"26,264"
MO,St. Charles County,"15,481",4.8,"5,214",6.2,"63,463"
MO,St. Clair County,"1,997",21.1,654,34.1,"30,130"
MO,Ste. Genevieve County,"1,809",10.2,559,13.8,"50,632"
MO,St. Francois County,"9,511",17.2,"3,095",24.3,"33,912"
MO,St. Louis County,"82,182",8.4,"28,818",12.5,"54,342"
MO,Saline County,"3,080",14.5,"1,147",23.1,"38,616"
MO,Schuyler County,807,19,266,28.9,"30,318"
MO,Scotland County,819,17.1,307,24.4,"30,615"
MO,Scott County,"8,209",20.4,"3,388",33,"33,558"
MO,Shannon County,"2,411",29.2,884,46.7,"23,205"
MO,Shelby County,"1,101",17,363,24.7,"32,273"
MO,Stoddard County,"4,863",16.9,"1,474",23.7,"31,039"
MO,Stone County,"4,290",14,"1,622",26.9,"36,528"
MO,Sullivan County,"1,261",18.8,405,25.2,"29,383"
MO,Taney County,"5,879",14.2,"2,170",23.6,"33,580"
MO,Texas County,"4,954",21.6,"1,744",33.8,"27,893"
MO,Vernon County,"3,672",19.1,"1,369",28.6,"31,564"
MO,Warren County,"2,764",9.7,953,14.1,"45,759"
MO,Washington County,"5,685",25.1,"2,065",36.6,"30,778"
MO,Wayne County,"2,954",22.9,"1,066",38.4,"26,053"
MO,Webster County,"5,745",17.1,"2,472",27.7,"36,766"
MO,Worth County,343,16.2,110,24.5,"30,070"
MO,Wright County,"4,327",24.1,"1,577",35.2,"26,788"
MO,St. Louis city,"86,361",26,"32,521",38.6,"30,629"
MT,Montana,"132,226",14.6,"40,453",20.2,"38,503"
MT,Beaverhead County,"1,325",16.1,384,22.8,"33,404"
MT,Big Horn County,"3,445",26.8,"1,512",36.8,"30,680"
MT,Blaine County,"1,714",26.2,650,34.6,"28,486"
MT,Broadwater County,564,12.7,171,19.9,"35,643"
MT,Carbon County,"1,068",10.9,271,14.5,"36,364"
MT,Carter County,171,13.2,38,16.3,"29,496"
MT,Cascade County,"10,179",13.2,"3,352",18.4,"37,877"
MT,Chouteau County,904,17.2,314,25.5,"32,396"
MT,Custer County,"1,596",14.8,479,20.2,"33,836"
MT,Daniels County,233,12.9,55,17.4,"30,578"
MT,Dawson County,"1,146",14,286,17.4,"36,080"
MT,Deer Lodge County,"1,380",16.1,368,23.1,"30,579"
MT,Fallon County,270,10.1,69,13.1,"37,112"
MT,Fergus County,"1,612",14.7,440,20.2,"34,251"
MT,Flathead County,"10,201",12.5,"3,206",17.7,"39,917"
MT,Gallatin County,"8,831",11.8,"1,844",12.1,"45,312"
MT,Garfield County,170,14.4,52,19.9,"28,326"
MT,Glacier County,"3,695",27.7,"1,437",35.3,"30,285"
MT,Golden Valley County,195,19.6,67,37.7,"27,455"
MT,Granite County,429,14.7,138,25.5,"32,063"
MT,Hill County,"2,719",17.1,939,23.4,"35,868"
MT,Jefferson County,"1,020",9.4,312,13.6,"49,152"
MT,Judith Basin County,375,17.1,114,25.1,"31,086"
MT,Lake County,"4,797",17.4,"1,808",27.5,"35,751"
MT,Lewis and Clark County,"6,760",11.9,"2,034",16.5,"45,299"
MT,Liberty County,313,16.2,67,18.7,"31,789"
MT,Lincoln County,"3,614",19.1,"1,131",29.5,"30,407"
MT,McCone County,246,13.7,66,18.9,"31,019"
MT,Madison County,854,11.9,236,18.5,"34,466"
MT,Meagher County,328,16.7,112,26.8,"29,099"
MT,Mineral County,685,17.5,220,28.3,"31,540"
MT,Missoula County,"14,648",15.2,"3,524",18.2,"41,283"
MT,Musselshell County,787,18,239,27.9,"30,386"
MT,Park County,"1,826",11.6,530,16.9,"35,761"
MT,Petroleum County,75,15.9,24,22.8,"25,577"
MT,Phillips County,722,17.7,215,24.5,"32,309"
MT,Pondera County,"1,185",19.8,392,27.3,"31,203"
MT,Powder River County,198,11.8,55,15.4,"33,571"
MT,Powell County,879,15.8,256,21.4,"37,006"
MT,Prairie County,145,13.4,35,21.2,"30,625"
MT,Ravalli County,"5,640",14.4,"1,881",22.4,"36,914"
MT,Richland County,"1,231",13.7,337,17.3,"36,489"
MT,Roosevelt County,"3,209",31.5,"1,383",43.7,"27,419"
MT,Rosebud County,"1,998",22.1,778,29.6,"41,185"
MT,Sanders County,"1,969",18.2,612,29.9,"29,625"
MT,Sheridan County,451,13.3,106,18.7,"32,381"
MT,Silver Bow County,"4,863",15.3,"1,338",19.8,"33,414"
MT,Stillwater County,729,8.8,194,11,"46,282"
MT,Sweet Grass County,396,11,116,14.5,"36,981"
MT,Teton County,854,13.9,263,19.1,"33,993"
MT,Toole County,621,13.8,182,17.7,"33,922"
MT,Treasure County,96,14.1,28,21.4,"36,994"
MT,Valley County,"1,048",15.1,341,22.7,"34,202"
MT,Wheatland County,335,19.9,138,40,"25,626"
MT,Wibaux County,121,13.3,27,15.9,"30,663"
MT,Yellowstone County,"17,358",13,"5,286",17.4,"41,171"
NE,Nebraska,"186,436",11,"62,489",14.7,"43,675"
NE,Adams County,"3,804",12.2,"1,088",14.9,"39,239"
NE,Antelope County,874,12.7,277,17.6,"33,800"
NE,Arthur County,45,12,13,16.4,"33,691"
NE,Banner County,91,12.5,31,20,"36,049"
NE,Blaine County,86,17.7,27,26.7,"31,533"
NE,Boone County,641,11.3,185,13.6,"36,092"
NE,Box Butte County,"1,374",12.4,484,17.4,"39,380"
NE,Boyd County,295,13.4,91,20.7,"26,859"
NE,Brown County,425,13,130,18.9,"32,291"
NE,Buffalo County,"4,754",11.7,"1,299",13.5,"41,872"
NE,Burt County,761,10.4,239,14.5,"36,508"
NE,Butler County,747,8.7,230,11.1,"41,852"
NE,Cass County,"1,638",6.5,585,9.4,"56,371"
NE,Cedar County,786,8.9,250,10.9,"42,547"
NE,Chase County,388,10.3,116,13.8,"36,765"
NE,Cherry County,788,13.1,286,20.3,"33,465"
NE,Cheyenne County,"1,001",10.2,317,14,"41,355"
NE,Clay County,782,11.8,232,15.5,"37,586"
NE,Colfax County,"1,159",11.3,412,14.7,"39,705"
NE,Cuming County,906,9.6,277,11.9,"38,591"
NE,Custer County,"1,423",12.8,510,18.9,"34,105"
NE,Dakota County,"2,395",12,996,16.8,"42,161"
NE,Dawes County,"1,374",17.9,336,21.6,"32,731"
NE,Dawson County,"2,819",11.7,"1,176",16.9,"38,392"
NE,Deuel County,201,10.2,61,15.7,"38,156"
NE,Dixon County,584,9.7,189,12.7,"40,135"
NE,Dodge County,"3,753",10.8,"1,101",13.5,"40,881"
NE,Douglas County,"57,967",12.2,"20,999",17.1,"46,046"
NE,Dundy County,279,13.7,76,19,"29,910"
NE,Fillmore County,556,9.1,182,13.2,"39,384"
NE,Franklin County,420,12.7,120,17.2,"31,528"
NE,Frontier County,314,11.9,85,14.8,"36,326"
NE,Furnas County,602,12.4,203,19.5,"33,011"
NE,Gage County,"2,297",10.3,632,12.8,"39,755"
NE,Garden County,285,14.7,80,24.5,"29,174"
NE,Garfield County,199,11.3,56,15,"30,353"
NE,Gosper County,148,7.5,48,11.5,"41,688"
NE,Grant County,61,9.1,17,12.5,"37,331"
NE,Greeley County,341,14,130,21.5,"31,961"
NE,Hall County,"6,604",12.3,"2,561",17.8,"43,777"
NE,Hamilton County,723,7.7,242,10.2,"46,247"
NE,Harlan County,406,12,139,19.9,"33,375"
NE,Hayes County,135,13.1,44,18.5,"27,592"
NE,Hitchcock County,418,14.4,140,23.4,"34,426"
NE,Holt County,"1,487",14.1,447,18.1,"33,840"
NE,Hooker County,55,7.6,12,8.5,"35,524"
NE,Howard County,799,12,255,16,"37,446"
NE,Jefferson County,830,10.7,224,14.2,"35,582"
NE,Johnson County,417,9.5,112,11.6,"38,021"
NE,Kearney County,534,8.2,178,11.6,"42,455"
NE,Keith County,852,10.4,292,16.5,"39,403"
NE,Keya Paha County,169,18.7,61,28.4,"31,082"
NE,Kimball County,477,12.9,164,20.6,"33,540"
NE,Knox County,"1,283",14.8,410,20.7,"32,669"
NE,Lancaster County,"27,615",11,"8,173",13.8,"47,008"
NE,Lincoln County,"3,802",10.9,"1,298",15.4,"41,294"
NE,Logan County,65,8.8,20,13.1,"36,807"
NE,Loup County,81,11.9,27,17.4,"31,363"
NE,McPherson County,71,14.1,26,22.9,"33,677"
NE,Madison County,"4,046",11.9,"1,324",14.9,"40,787"
NE,Merrick County,721,9.1,243,12.9,"38,455"
NE,Morrill County,801,15.9,280,23.8,"34,099"
NE,Nance County,485,13.7,170,19.9,"35,239"
NE,Nemaha County,774,11.8,203,14.6,"39,625"
NE,Nuckolls County,544,11.6,165,17.3,"32,655"
NE,Otoe County,"1,346",8.9,405,11.3,"42,118"
NE,Pawnee County,371,13.2,107,19.4,"32,703"
NE,Perkins County,373,12.4,127,18.3,"37,878"
NE,Phelps County,937,10.2,304,13.8,"41,897"
NE,Pierce County,747,10,237,12.7,"40,035"
NE,Platte County,"2,744",8.9,922,11.3,"44,668"
NE,Polk County,398,7.6,130,10.7,"40,162"
NE,Red Willow County,"1,229",11.4,374,15,"35,741"
NE,Richardson County,"1,084",12.8,317,17.1,"32,654"
NE,Rock County,290,18.9,98,33.2,"28,299"
NE,Saline County,"1,198",9,322,9.8,"42,252"
NE,Sarpy County,"6,973",5.1,"2,483",6.4,"60,217"
NE,Saunders County,"1,389",6.9,451,9.2,"48,761"
NE,Scotts Bluff County,"5,729",15.9,"2,185",24.8,"34,117"
NE,Seward County,"1,158",7.6,264,7.3,"47,912"
NE,Sheridan County,806,14.6,307,24.2,"30,628"
NE,Sherman County,382,12.5,129,19.9,"33,649"
NE,Sioux County,172,11.9,55,20.1,"35,126"
NE,Stanton County,521,8.1,184,10.9,"40,076"
NE,Thayer County,591,11.3,173,15.1,"35,752"
NE,Thomas County,70,11.2,18,16.9,"31,774"
NE,Thurston County,"1,720",23.7,875,33.7,"31,836"
NE,Valley County,623,14.4,179,18.9,"27,842"
NE,Washington County,"1,152",6,329,7.3,"56,420"
NE,Wayne County,"1,053",12.9,194,11.5,"37,393"
NE,Webster County,408,11.3,109,14.3,"35,560"
NE,Wheeler County,116,14.1,42,20.9,"34,678"
NE,York County,"1,297",9.5,395,12.4,"41,488"
NV,Nevada,"263,522",11.1,"92,648",15.4,"49,288"
NV,Churchill County,"2,947",12.3,"1,236",18,"48,685"
NV,Clark County,"192,317",11.5,"68,721",15.8,"49,565"
NV,Douglas County,"3,085",6.6,925,10.2,"60,996"
NV,Elko County,"4,435",10,"1,601",12.3,"54,031"
NV,Esmeralda County,119,15.3,18,15.7,"38,527"
NV,Eureka County,159,11.2,47,13.8,"45,240"
NV,Humboldt County,"1,818",10.8,712,14.8,"49,961"
NV,Lander County,545,10.9,181,12.4,"49,749"
NV,Lincoln County,649,16.2,228,23.8,"37,291"
NV,Lyon County,"3,969",8.5,"1,467",13.4,"43,045"
NV,Mineral County,746,15.7,273,27.3,"35,102"
NV,Nye County,"5,389",13.5,"1,902",22.7,"40,075"
NV,Pershing County,769,15.7,245,17.9,"43,712"
NV,Storey County,224,5.5,53,8.1,"51,236"
NV,Washoe County,"39,674",10.4,"12,864",13.7,"49,200"
NV,White Pine County,"1,046",13.6,300,16.3,"40,050"
